,Unnamed: 0,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
6918,7020,6073008363,4921,San Diego,92122,San Diego,-117.2229262,32.8654716,510.74,31.95,25.15,3.1,10.01,18.52,6.45,44.9,66.81,92.73057701,1723.0,1.335756474,35.01043471,57951.0,2.56
6935,7037,6075016700,4652,San Francisco,94117,San Francisco,-122.4377358,37.7703481,632.45,44.63,27.5,3.39,14.29,30.11,25.32,16.5,19.25,70.60280759999999,1861.0,0.8744838979999999,19.97465113,147237.0,1.96
6957,7063,6075030301,5658,San Francisco,94122,San Francisco,-122.4692415,37.7569429,1029.6,69.11,28.7,3.54,16.84,20.15,8.14,15.5,17.26,45.10800508,1925.0,1.540872512,12.69686223,130234.0,2.52
6961,7067,6081606400,4820,San Mateo,94402,San Mateo,-122.3257186,37.5614107,736.86,52.86,36.77,4.53,36.57,31.26,27.44,16.3,18.89,62.88537549,1934.0,1.4090909090000001,10.92471087,95774.0,2.02
6963,7069,6037264102,2873,Los Angeles,90049,Los Angeles,-118.4693771,34.0595085,1645.56,85.84,47.54,5.86,65.51,14.77,3.14,16.0,18.21,68.4516129,2142.0,1.436774194,15.82085593,95242.0,1.7
6967,7073,6001420200,2898,Alameda ,94706,Albany,-122.2974624,37.8944611,394.65,20.58,31.08,3.83,22.14,28.09,21.49,22.8,31.98,58.14516129,1561.0,1.4685483869999998,10.83394442,89194.0,2.68
6981,7087,6001403701,2587,Alameda ,94610,Oakland,-122.2586656,37.81121339999999,537.97,34.74,35.01,4.31,32.08,49.77,55.79,23.3,33.12,87.46286393,1306.0,0.869875223,39.15485678,66086.0,1.6
6987,7093,6037576700,4047,Los Angeles,90803,Long Beach,-118.1618264,33.7618269,997.27,67.53,34.32,4.23,30.14,23.23,12.77,26.6,38.88,64.79346782,1282.0,1.378482229,10.10392015,60972.0,1.8
6993,7099,6075016801,3218,San Francisco,94117,San Francisco,-122.4290086,37.7713294,542.79,35.33,29.01,3.57,17.45,34.32,32.07,23.2,32.92,79.7752809,1638.0,0.6953807740000001,28.61854731,88929.0,2.02
7027,7134,6075015802,2965,San Francisco,94115,San Francisco,-122.4385023,37.778079,445.93,25.49,27.85,3.43,15.15,36.5,36.38,29.1,43.26,78.58056266,1401.0,0.891943734,37.06890559,107143.0,2.07
7071,7178,6075030202,4313,San Francisco,94122,San Francisco,-122.4673274,37.7630839,676.85,48.28,26.79,3.3,12.78,24.56,15.32,19.2,25.1,72.73150302,1862.0,1.0237319679999999,24.45203303,105457.0,2.13
7100,7207,6075030101,4233,San Francisco,94122,San Francisco,-122.4597306,37.7642357,547.29,35.88,28.81,3.55,17.04,20.36,8.43,20.9,28.6,69.7256386,1824.0,0.95269631,24.69465377,94857.0,2.24
7126,7235,6075017000,3689,San Francisco,94114,San Francisco,-122.43949750000002,37.7648874,484.63,29.23,27.81,3.42,15.0,18.07,5.95,10.1,7.24,44.61893764,2130.0,1.077136259,18.65930431,140152.0,1.83
7129,7238,6001404101,2929,Alameda ,94611,Oakland,-122.2497952,37.83007720000001,464.4,27.16,30.17,3.72,20.14,30.93,26.94,16.5,19.25,60.63132817,1523.0,1.222156045,11.88423813,86635.0,1.89
7151,7261,6073007903,4487,San Diego,92109,San Diego,-117.2397403,32.8025162,627.81,44.07,23.68,2.92,7.53,22.26,11.26,39.1,58.16,73.87024609,1419.0,1.6451901569999998,11.93750619,57156.0,1.94
7155,7265,6085509401,3212,Santa Clara,94306,Palo Alto,-122.1144543,37.4069811,633.51,44.74,32.5,4.0,25.55,9.79,0.61,15.2,16.67,80.64883324,1782.0,1.433693796,10.69619395,90825.0,2.13
7156,7266,6075012902,3376,San Francisco,94123,San Francisco,-122.4321032,37.8006155,612.55,42.94,44.2,5.44,56.5,14.71,3.03,12.8,11.89,78.31793875,1908.0,1.00097229,23.58947794,119007.0,1.73
7175,7286,6075030201,3928,San Francisco,94122,San Francisco,-122.4737784,37.7628146,1048.05,69.77,22.94,2.83,6.66,24.56,15.32,16.2,18.69,76.03565809999999,1741.0,1.180912428,21.38023568,91387.0,2.27
7194,7305,6083002926,5328,Santa Barbara,93117,Goleta,-119.8606431,34.4130776,630.13,44.38,10.74,1.32,0.07,33.73,31.28,87.7,99.65,100.0,1484.0,1.572316384,21.41734966,17500.0,3.33
7198,7309,6001404000,2819,Alameda ,94611,Oakland,-122.2536542,37.8232774,1104.41,71.9,33.39,4.11,27.5,32.64,29.65,20.2,27.09,70.36363636,1323.0,1.267272727,18.12377257,77065.0,1.78
7201,7312,6083002924,5833,Santa Barbara,93117,Goleta,-119.8562324,34.4128391,531.3,33.94,12.13,1.49,0.22,28.26,21.95,91.8,99.9,100.0,1368.0,1.685160428,13.71435622,18333.0,3.37
7202,7313,6037621104,6649,Los Angeles,90254,Hermosa Beach,-118.3992831,33.8575404,554.15,36.83,40.31,4.96,45.61,13.46,2.13,8.7,5.04,59.81735160000001,1899.0,1.62130898,12.65605346,126743.0,2.09
7217,7331,6075032700,6572,San Francisco,94122,San Francisco,-122.4911676,37.760167,525.93,33.4,19.37,2.39,2.71,24.56,15.32,20.5,27.77,32.18203982,1880.0,1.636733035,11.79027643,103648.0,2.89
7233,7349,6081605500,4914,San Mateo,94010,Burlingame,-122.3482883,37.5765511,489.8,29.7,29.44,3.63,18.38,25.58,17.03,18.1,22.77,76.29952744,1785.0,1.284623773,10.13882745,88321.0,1.92
7247,7363,6075013000,4044,San Francisco,94123,San Francisco,-122.4305121,37.7972449,725.85,52.17,41.9,5.16,50.28,15.09,3.39,12.2,10.96,75.13661202,2102.0,1.030444965,28.34205484,151477.0,1.87
7341,7460,6073007701,3703,San Diego,92109,San Diego,-117.2400754,32.7883849,604.83,42.07,20.25,2.49,3.48,22.26,11.26,20.0,26.65,62.56458431,1771.0,1.554250822,15.15156474,75104.0,1.89
7342,7461,6075017102,3451,San Francisco,94117,San Francisco,-122.4504754,37.76543529999999,533.46,34.19,28.72,3.54,16.89,35.0,33.52,14.2,14.58,62.05864752,2157.0,1.046678636,22.93131607,133079.0,2.24
7350,7469,6081608001,3393,San Mateo,94404,San Mateo,-122.2576522,37.55112,154.97,3.5,17.75,2.19,1.59,22.07,10.91,10.6,8.08,52.11706102,2361.0,1.702366127,11.13297095,123882.0,2.31
7352,7471,6075021600,3836,San Francisco,94131,San Francisco,-122.43814170000002,37.7454964,271.66,9.95,22.11,2.72,5.56,33.53,30.96,15.6,17.54,37.35605712,2522.0,1.428374021,14.69393503,135395.0,2.1
7387,7508,6059063006,2756,Orange ,92662,Newport Beach,-117.8923185,33.605086,1331.33,79.02,43.83,5.4,55.4,23.82,13.76,13.5,13.22,49.17920657,1974.0,1.71751026,10.96859173,97206.0,1.96
7395,7516,6075020300,3034,San Francisco,94114,San Francisco,-122.4294368,37.7649411,366.44,17.88,26.85,3.31,12.88,27.26,20.17,19.3,25.34,73.24510932,1698.0,0.752013809,24.59677328,108750.0,1.81
7398,7519,6001421700,3198,Alameda ,94709,Berkeley,-122.27018429999998,37.8819398,372.17,18.39,26.64,3.28,12.45,24.04,14.21,25.3,36.67,62.11838006,1521.0,1.32834891,11.31921499,69986.0,2.22
7399,7520,6075035100,7842,San Francisco,94122,San Francisco,-122.4991499,37.7576269,511.68,32.11,20.5,2.53,3.72,21.7,10.31,18.6,23.72,39.17163917,1870.0,1.732888733,12.45500587,107482.0,3.11
7415,7536,6073007301,4948,San Diego,92107,San Diego,-117.252275,32.740821399999994,291.02,11.37,20.81,2.56,4.06,36.11,35.57,24.7,35.76,76.32183908,1432.0,1.668965517,12.30615531,72891.0,1.87
7435,7556,6075020402,3997,San Francisco,94131,San Francisco,-122.4444148,37.7528357,314.82,13.46,20.51,2.53,3.73,20.48,8.53,17.1,20.64,75.68972411,1895.0,1.271891244,17.11623031,93479.0,1.78
7451,7572,6037620201,1530,Los Angeles,90266,Manhattan Beach,-118.4218562,33.9033703,597.23,41.21,48.27,5.95,67.63,16.77,4.84,15.4,17.01,74.62514418,2678.0,1.559400231,15.28262082,116761.0,1.64
7462,7583,6037621004,4762,Los Angeles,90254,Hermosa Beach,-118.4011692,33.8703091,386.16,19.71,29.58,3.64,18.71,13.5,2.18,11.6,9.7,61.27406049,2094.0,1.681943171,10.07485107,105000.0,1.97
7478,7599,6073007702,3849,San Diego,92109,San Diego,-117.2350137,32.7898373,604.88,42.09,21.96,2.7,5.34,22.26,11.26,28.9,42.88,69.61610487,1440.0,1.531835206,13.40438423,59156.0,1.82
7510,7632,6075012601,2329,San Francisco,94123,San Francisco,-122.4391478,37.8022695,553.61,36.73,40.38,4.97,45.85,14.05,2.51,9.2,5.67,83.06982872,1930.0,0.8076416340000001,36.0390098,125139.0,1.59
7522,7645,6075012800,4106,San Francisco,94123,San Francisco,-122.4417466,37.7978099,809.2,57.4,41.58,5.12,49.46,13.21,1.99,13.6,13.41,67.90383804,2278.0,1.1197806829999999,19.27356166,126716.0,2.02
7526,7649,6075012602,2909,San Francisco,94123,San Francisco,-122.4356807,37.806476,543.2,35.39,45.91,5.66,61.07,14.52,2.82,7.6,3.57,81.27990431,2096.0,1.1022727270000001,10.74515713,122212.0,1.73
7536,7659,6075021100,3853,San Francisco,94114,San Francisco,-122.4298144,37.75397,321.42,13.95,23.03,2.84,6.76,24.04,14.21,13.3,12.92,55.23710266,2262.0,1.1980198020000001,18.30594127,136780.0,2.18
7540,7663,6075017101,3544,San Francisco,94117,San Francisco,-122.4460837,37.7657245,548.26,36.08,28.07,3.46,15.67,27.86,21.21,8.2,4.41,61.20495495,1962.0,1.08277027,22.93439987,127065.0,2.09
7549,7672,6075021500,5096,San Francisco,94131,San Francisco,-122.426705,37.745051200000006,421.04,22.99,27.47,3.38,14.18,35.56,34.46,10.6,8.08,56.51162791,1784.0,1.0593023259999998,21.08089939,113819.0,1.88
7567,7690,6073007907,3048,San Diego,92109,San Diego,-117.2417581,32.7965191,571.33,38.53,19.73,2.43,3.02,22.26,11.26,32.1,48.15,86.01823708,1439.0,1.703951368,14.16998883,68724.0,2.1
7571,7695,6075013200,4162,San Francisco,94115,San Francisco,-122.4387455,37.793667600000006,866.19,60.95,38.34,4.72,40.96,32.86,29.92,6.9,2.82,64.60296097,2335.0,1.231045312,16.50049369,131806.0,1.72
7600,7724,6075021300,2474,San Francisco,94114,San Francisco,-122.4384676,37.7492646,273.82,10.08,19.85,2.45,3.07,21.22,9.57,10.0,7.04,41.64629177,1882.0,1.423797881,15.89667243,167708.0,2.21
7620,7745,6075020600,4711,San Francisco,94114,San Francisco,-122.4303496,37.7595628,364.64,17.73,23.38,2.88,7.24,24.26,14.62,15.6,17.54,59.47233419,1915.0,0.87467937,19.46659891,136761.0,1.85
7624,7749,6075021200,2779,San Francisco,94114,San Francisco,-122.4381261,37.75317620000001,313.61,13.36,18.72,2.31,2.18,23.94,14.0,11.7,9.94,39.90147783,2103.0,1.420830401,16.63015693,144886.0,2.17
7626,7751,6075021800,3840,San Francisco,94131,San Francisco,-122.4290987,37.737952,567.59,38.16,26.12,3.22,11.66,30.68,26.37,11.9,10.35,39.10016069,1879.0,1.3952865559999998,15.08229868,131012.0,2.18
7680,7810,6075021400,3264,San Francisco,94114,San Francisco,-122.4294049,37.7495758,328.05,14.46,24.3,2.99,8.44,21.58,10.09,6.6,2.39,47.35894358,2669.0,1.258103241,19.08211335,143846.0,2.24
7688,7818,6075020500,2583,San Francisco,94114,San Francisco,-122.4370296,37.7591285,406.32,21.62,21.58,2.66,4.9,25.07,16.12,14.8,15.78,61.955745900000004,1939.0,1.175588865,20.4757548,126971.0,2.04
7746,7878,6075012901,2557,San Francisco,94123,San Francisco,-122.427246,37.80196110000001,622.16,43.74,43.49,5.36,54.36,16.06,4.13,7.3,3.28,75.92592593,1793.0,0.920634921,33.83013411,142500.0,1.8
7757,7889,6075020401,2846,San Francisco,94114,San Francisco,-122.4434836,37.75951660000001,409.86,21.98,22.27,2.74,5.77,21.29,9.71,9.5,6.11,43.57366771,2149.0,1.404388715,19.72613352,149886.0,1.95
